,Rank,REC,REC_TGT,REC_YDS,REC_Y/R,REC_LG,REC_20+,REC_TD,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS/G,OWN,Year,PlayerID
1419,384,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Aleva Hifo
1420,383,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Aleva Hifo
1421,385,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Aleva Hifo
1422,250,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Aleva Hifo
1423,269,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Aleva Hifo
1424,341,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Aleva Hifo
1425,337,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Aleva Hifo
1426,385,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Josh Hammond81
1427,384,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Josh Hammond81
1428,386,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Josh Hammond81
1429,255,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Josh Hammond81
1430,268,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Josh Hammond81
1431,342,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Josh Hammond81
1432,338,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Josh Hammond81
1433,386,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Marvelle Ross83
1434,385,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Marvelle Ross83
1435,387,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Marvelle Ross83
1436,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Marvelle Ross83
1437,266,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Marvelle Ross83
1438,343,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Marvelle Ross83
1439,339,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Marvelle Ross83
1440,387,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,De'Michael Harris5
1441,386,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,De'Michael Harris5
1442,388,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,De'Michael Harris5
1443,252,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,De'Michael Harris5
1444,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,De'Michael Harris5
1445,344,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,De'Michael Harris5
1446,340,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,De'Michael Harris5
1447,389,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Tyler Simmons
1448,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Tyler Simmons
1449,366,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Tyler Simmons
1450,219,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Tyler Simmons
1451,276,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Tyler Simmons
1452,322,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Tyler Simmons
1453,321,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Tyler Simmons
1454,390,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jaylon Moore
1455,370,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jaylon Moore
1456,368,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jaylon Moore
1457,221,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jaylon Moore
1458,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jaylon Moore
1459,324,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jaylon Moore
1460,324,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jaylon Moore
1461,391,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Lynn Bowden Jr.1
1462,408,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Lynn Bowden Jr.1
1463,407,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Lynn Bowden Jr.1
1464,481,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Lynn Bowden Jr.1
1465,433,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Lynn Bowden Jr.1
1466,363,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Lynn Bowden Jr.1
1467,362,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Lynn Bowden Jr.1
1468,392,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Johnathon Johnson12
1469,399,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Johnathon Johnson12
1470,398,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Johnathon Johnson12
1471,494,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Johnathon Johnson12
1472,456,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Johnathon Johnson12
1473,354,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Johnathon Johnson12
1474,353,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Johnathon Johnson12
1475,393,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Quez Watkins16
1476,410,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Quez Watkins16
1477,424,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Quez Watkins16
1478,447,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Quez Watkins16
1479,228,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Quez Watkins16
1480,380,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Quez Watkins16
1481,364,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Quez Watkins16
1482,394,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,K.J. Osborn17
1483,393,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,K.J. Osborn17
1484,417,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,K.J. Osborn17
1485,451,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,K.J. Osborn17
1486,227,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,K.J. Osborn17
1487,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,K.J. Osborn17
1488,347,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,K.J. Osborn17
1489,395,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Aaron Parker
1490,394,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Aaron Parker
1491,412,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Aaron Parker
1492,450,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Aaron Parker
1493,226,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Aaron Parker
1494,368,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Aaron Parker
1495,348,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Aaron Parker
1496,396,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chris Finke7
1497,395,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chris Finke7
1498,405,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chris Finke7
1499,448,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Chris Finke7
1500,225,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Chris Finke7
1501,361,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Chris Finke7
1502,349,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Chris Finke7
1503,397,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Mason Kinsey1
1504,396,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Mason Kinsey1
1505,411,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Mason Kinsey1
1506,445,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Mason Kinsey1
1507,299,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Mason Kinsey1
1508,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Mason Kinsey1
1509,350,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Mason Kinsey1
1510,398,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Lawrence Cager
1511,397,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Lawrence Cager
1512,396,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Lawrence Cager
1513,478,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Lawrence Cager
1514,279,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Lawrence Cager
1515,352,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Lawrence Cager
1516,351,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Lawrence Cager
1517,399,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Austin Mack
1518,398,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Austin Mack
1519,397,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Austin Mack
1520,496,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Austin Mack
1521,461,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Austin Mack
1522,353,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Austin Mack
1523,352,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Austin Mack
1524,400,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Tyrie Cleveland89
1525,392,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Tyrie Cleveland89
1526,399,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Tyrie Cleveland89
1527,492,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Tyrie Cleveland89
1528,453,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Tyrie Cleveland89
1529,355,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Tyrie Cleveland89
1530,346,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Tyrie Cleveland89
1531,401,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Ja'Marcus Bradley
1532,411,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Ja'Marcus Bradley
1533,422,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Ja'Marcus Bradley
1534,432,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Ja'Marcus Bradley
1535,230,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Ja'Marcus Bradley
1536,378,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Ja'Marcus Bradley
1537,365,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Ja'Marcus Bradley
1538,402,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Trishton Jackson86
1539,400,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Trishton Jackson86
1540,400,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Trishton Jackson86
1541,498,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Trishton Jackson86
1542,452,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Trishton Jackson86
1543,356,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Trishton Jackson86
1544,354,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Trishton Jackson86
1545,403,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Omar Bayless7
1546,402,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Omar Bayless7
1547,401,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Omar Bayless7
1548,503,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Omar Bayless7
1549,420,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Omar Bayless7
1550,357,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Omar Bayless7
1551,356,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Omar Bayless7
1552,404,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Binjimen Victor
1553,403,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Binjimen Victor
1554,402,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Binjimen Victor
1555,502,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Binjimen Victor
1556,417,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Binjimen Victor
1557,358,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Binjimen Victor
1558,357,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Binjimen Victor
1559,405,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Ahmad Wagner
1560,404,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Ahmad Wagner
1561,403,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Ahmad Wagner
1562,501,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Ahmad Wagner
1563,415,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Ahmad Wagner
1564,359,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Ahmad Wagner
1565,358,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Ahmad Wagner
1566,406,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Isaiah Wright83
1567,405,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Isaiah Wright83
1568,395,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Isaiah Wright83
1569,483,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Isaiah Wright83
1570,414,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Isaiah Wright83
1571,351,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Isaiah Wright83
1572,359,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Isaiah Wright83
1573,407,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Darrell Stewart Jr.
1574,406,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Darrell Stewart Jr.
1575,404,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Darrell Stewart Jr.
1576,480,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Darrell Stewart Jr.
1577,413,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Darrell Stewart Jr.
1578,360,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Darrell Stewart Jr.
1579,360,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Darrell Stewart Jr.
1580,408,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jauan Jennings81
1581,407,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jauan Jennings81
1582,406,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jauan Jennings81
1583,482,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jauan Jennings81
1584,411,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Jauan Jennings81
1585,362,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Jauan Jennings81
1586,361,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Jauan Jennings81
1587,409,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Freddie Swain16
1588,401,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Freddie Swain16
1589,423,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Freddie Swain16
1590,437,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Freddie Swain16
1591,229,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Freddie Swain16
1592,379,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Freddie Swain16
1593,355,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Freddie Swain16
1594,410,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Dezmon Patmon85
1595,417,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Dezmon Patmon85
1596,421,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Dezmon Patmon85
1597,435,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Dezmon Patmon85
1598,231,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Dezmon Patmon85
1599,377,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Dezmon Patmon85
1600,371,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Dezmon Patmon85
1601,411,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Scotty Washington8
1602,390,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Scotty Washington8
1603,369,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Scotty Washington8
1604,235,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Scotty Washington8
1605,237,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Scotty Washington8
1606,325,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Scotty Washington8
1607,344,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Scotty Washington8
1608,413,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Sean Riley1
1609,413,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Sean Riley1
1610,372,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Sean Riley1
1611,312,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Sean Riley1
1612,213,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Sean Riley1
1613,328,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Sean Riley1
1614,367,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Sean Riley1
1615,414,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Will Hastings33
1616,414,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Will Hastings33
1617,393,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Will Hastings33
1618,429,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Will Hastings33
1619,210,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Will Hastings33
1620,349,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Will Hastings33
1621,368,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Will Hastings33
1622,415,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,George Campbell
1623,415,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,George Campbell
1624,413,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,George Campbell
1625,461,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,George Campbell
1626,208,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,George Campbell
1627,369,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,George Campbell
1628,369,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,George Campbell
1629,416,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Darnell Mooney3
1630,416,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Darnell Mooney3
1631,415,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Darnell Mooney3
1632,460,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Darnell Mooney3
1633,214,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Darnell Mooney3
1634,371,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Darnell Mooney3
1635,370,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Darnell Mooney3
1636,417,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Cody White
1637,422,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Cody White
1638,420,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Cody White
1639,436,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Cody White
1640,224,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Cody White
1641,376,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Cody White
1642,376,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Cody White
1643,418,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Isaiah Coulter8
1644,418,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Isaiah Coulter8
1645,414,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Isaiah Coulter8
1646,453,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Isaiah Coulter8
1647,220,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Isaiah Coulter8
1648,370,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Isaiah Coulter8
1649,372,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Isaiah Coulter8
1650,419,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kirk Merritt
1651,419,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kirk Merritt
1652,416,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kirk Merritt
1653,465,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Kirk Merritt
1654,235,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Kirk Merritt
1655,372,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kirk Merritt
1656,373,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Kirk Merritt
1657,421,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Malcolm Perry10
1658,421,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Malcolm Perry10
1659,419,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Malcolm Perry10
1660,438,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Malcolm Perry10
1661,232,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Malcolm Perry10
1662,375,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Malcolm Perry10
1663,375,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Malcolm Perry10
