,Name,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team
1408,Fred Warner LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1409,Fred Warner LB,7,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1410,Fred Warner LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1411,Fred Warner LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1412,Fred Warner LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1413,Fred Warner LB,1,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1414,Fred Warner LB,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1415,Fred Warner LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1416,Fred Warner LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1417,Fred Warner LB,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1418,Fred Warner LB,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1419,Bobby Wagner LB,16,86,73,159,3.0,16,8.0,6,1,6,6,0,1,1,0,0,Defense,Seahawks
1420,Bobby Wagner LB,16,67,65,132,0.0,0,6.5,11,3,10,11,0,0,0,0,0,Defense,Seahawks
1421,Bobby Wagner LB,15,65,17,82,2.0,11,2.0,8,3,0,0,0,1,1,0,0,Defense,Seahawks
1422,Bobby Wagner LB,14,47,24,71,3.0,24,9.0,4,1,1,1,0,1,0,0,0,Defense,Seahawks
1423,Bobby Wagner LB,15,52,18,70,0.5,3,2.0,6,2,0,0,0,1,1,0,0,Defense,Seahawks
1424,Bobby Wagner LB,14,45,20,65,0.0,0,2.0,13,0,0,0,0,0,0,0,0,Defense,Seahawks
1425,Bobby Wagner LB,14,16,16,32,1.0,5,4.0,0,0,0,0,0,0,2,0,0,Defense,Seahawks
1426,Bobby Wagner LB,15,21,11,32,0.5,2,6.0,1,0,0,0,0,0,1,0,0,Defense,Seahawks
1427,Bobby Wagner LB,14,24,8,32,0.0,0,1.0,1,0,0,0,0,2,0,0,0,Defense,Seahawks
1428,Bobby Wagner LB,13,21,10,31,3.0,21,10.0,3,1,27,27,1,4,2,1,0,Defense,Seahawks
1429,Bobby Wagner LB,10,10,17,27,2.0,19,2.0,1,0,0,0,0,1,0,0,0,Defense,Seahawks
1430,Bobby Wagner LB,16,15,12,27,4.0,19,4.5,2,0,0,0,0,3,1,0,2,Defense,Seahawks
1431,Bobby Wagner LB,14,14,12,26,3.5,24,5.0,3,0,0,0,0,0,1,0,0,Defense,Seahawks
1432,Bobby Wagner LB,12,15,10,25,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1433,Bobby Wagner LB,16,9,14,23,0.0,0,2.0,1,0,0,0,0,0,1,0,0,Defense,Seahawks
1434,Bobby Wagner LB,9,18,4,22,0.0,0,0.0,3,0,0,0,0,0,0,0,0,Defense,Seahawks
1435,Bobby Wagner LB,5,10,11,21,0.0,0,0.0,3,3,99,55,1,1,1,0,0,Defense,Seahawks
1436,Bobby Wagner LB,15,14,6,20,2.0,9,2.0,2,0,0,0,0,0,0,0,0,Defense,Seahawks
1437,Bobby Wagner LB,6,9,10,19,0.0,0,0.0,2,2,18,18,0,0,0,0,0,Defense,Seahawks
1438,Bobby Wagner LB,11,12,6,18,2.5,23,3.5,2,0,0,0,0,2,2,0,0,Defense,Seahawks
1439,Bobby Wagner LB,13,11,6,17,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Seahawks
1440,Bobby Wagner LB,16,13,4,17,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1441,Bobby Wagner LB,7,6,2,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1442,Bobby Wagner LB,16,3,5,8,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Seahawks
1443,Bobby Wagner LB,14,7,0,7,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Seahawks
1444,Bobby Wagner LB,16,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1445,Bobby Wagner LB,11,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1446,Bobby Wagner LB,4,0,4,4,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1447,Bobby Wagner LB,11,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1448,Bobby Wagner LB,14,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1449,Bobby Wagner LB,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Seahawks
1450,Bobby Wagner LB,6,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1451,Bobby Wagner LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1452,Bobby Wagner LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1453,Bobby Wagner LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1454,Bobby Wagner LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
1455,Bobby Wagner LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Seahawks
1456,Bobby Wagner LB,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Seahawks
