,Tremaine Edmunds LB,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team,Jerome Baker LB,Jamie Collins Sr. LB,James Burgess LB,Chuck Clark S,Shawn Williams S,Joe Schobert LB,Devin Bush LB,Zach Cunningham LB,Anthony Walker LB,Jarrod Wilson S,Logan Ryan CB,Todd Davis LB,Anthony Hitchens LB,Tahir Whitehead LB,Thomas Davis Sr. LB,Jaylon Smith LB,Antoine Bethea S,Malcolm Jenkins S,Landon Collins S,Roquan Smith LB,Tracy Walker S,Blake Martinez LB,Eric Kendricks LB,De'Vondre Campbell LB,Luke Kuechly LB,Demario Davis LB,Lavonte David LB,Jordan Hicks LB,Cory Littleton LB,Fred Warner LB,Bobby Wagner LB
33,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Ahmad Gooden LB,,,,,,,,,,,,,,,,,,,
34,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Devontae Booker RB,,,,,,,,,,,,,,,,,,,
35,,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Jeff Heuerman TE,,,,,,,,,,,,,,,,,,,
36,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Troy Fumagalli TE,,,,,,,,,,,,,,,,,,,
37,,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Andy Janovich FB,,,,,,,,,,,,,,,,,,,
38,,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Courtland Sutton WR,,,,,,,,,,,,,,,,,,,
39,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Deyon Sizer DT,,,,,,,,,,,,,,,,,,,
40,,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Elijah Wilkinson OT,,,,,,,,,,,,,,,,,,,
41,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Brandon McManus PK,,,,,,,,,,,,,,,,,,,
42,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Royce Freeman RB,,,,,,,,,,,,,,,,,,,
43,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,DaeSean Hamilton WR,,,,,,,,,,,,,,,,,,,
44,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Emmanuel Sanders WR,,,,,,,,,,,,,,,,,,,
45,,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Connor McGovern C,,,,,,,,,,,,,,,,,,,
46,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Dalton Risner OT,,,,,,,,,,,,,,,,,,,
47,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Phillip Lindsay RB,,,,,,,,,,,,,,,,,,,
48,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos,,,,,,,,,,,,Kyle Peko NT,,,,,,,,,,,,,,,,,,,
0,,15,51,37,88,2.0,31,6.0,1,0,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Damien Wilson LB,,,,,,,,,,,,,,,,,,
1,,16,52,29,81,1.5,9,3.5,1,0,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Tyrann Mathieu S,,,,,,,,,,,,,,,,,,
2,,16,63,12,75,2.0,14,3.5,12,4,70,35,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Charvarius Ward CB,,,,,,,,,,,,,,,,,,
3,,16,56,18,74,0.0,0,0.0,10,2,10,10,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Juan Thornhill S,,,,,,,,,,,,,,,,,,
4,,16,42,16,58,0.0,0,0.0,5,3,46,46,1,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Daniel Sorensen S,,,,,,,,,,,,,,,,,,
5,,16,44,13,57,0.0,0,2.0,4,2,6,6,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Ben Niemann LB,,,,,,,,,,,,,,,,,,
6,,16,35,21,56,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Kendall Fuller CB,,,,,,,,,,,,,,,,,,
7,,11,34,15,49,1.0,7,3.0,2,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Derrick Nnadi DT,,,,,,,,,,,,,,,,,,
8,,16,18,30,48,1.0,1,5.0,1,1,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Bashaud Breeland CB,,,,,,,,,,,,,,,,,,
9,,16,37,11,48,0.0,0,0.0,8,2,4,4,0,0,2,1,0,Defense,Chiefs,,,,,,,,,,,,,Frank Clark DE,,,,,,,,,,,,,,,,,,
10,,14,27,10,37,8.0,51,13.0,4,1,5,5,0,3,1,0,0,Defense,Chiefs,,,,,,,,,,,,,Chris Jones DT,,,,,,,,,,,,,,,,,,
11,,13,23,13,36,9.0,75,9.5,4,0,0,0,0,1,1,0,0,Defense,Chiefs,,,,,,,,,,,,,Emmanuel Ogbah DE,,,,,,,,,,,,,,,,,,
12,,10,23,9,32,5.5,37,8.0,3,0,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Darron Lee LB,,,,,,,,,,,,,,,,,,
13,,16,22,9,31,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Reggie Ragland LB,,,,,,,,,,,,,,,,,,
14,,14,23,7,30,2.0,9,4.0,0,0,0,0,0,0,1,1,0,Defense,Chiefs,,,,,,,,,,,,,Tanoh Kpassagnon DE,,,,,,,,,,,,,,,,,,
15,,16,21,8,29,4.0,47,7.5,2,0,0,0,0,1,1,0,2,Defense,Chiefs,,,,,,,,,,,,,Mike Pennel DT,,,,,,,,,,,,,,,,,,
16,,8,13,11,24,1.0,8,3.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Khalen Saunders DT,,,,,,,,,,,,,,,,,,
17,,12,13,9,22,1.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Alex Okafor DE,,,,,,,,,,,,,,,,,,
18,,10,15,7,22,5.0,33,5.0,1,0,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Armani Watts S,,,,,,,,,,,,,,,,,,
19,,16,13,4,17,1.0,7,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Rashad Fenton CB,,,,,,,,,,,,,,,,,,
20,,12,11,4,15,0.0,0,0.0,4,1,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Morris Claiborne CB,,,,,,,,,,,,,,,,,,
21,,8,9,5,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Dorian O'Daniel LB,,,,,,,,,,,,,,,,,,
22,,14,5,3,8,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Chiefs,,,,,,,,,,,,,Anthony Sherman FB,,,,,,,,,,,,,,,,,,
23,,16,5,3,8,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Xavier Williams DT,,,,,,,,,,,,,,,,,,
24,,5,7,1,8,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Jordan Lucas S,,,,,,,,,,,,,,,,,,
25,,14,3,4,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Byron Pringle WR,,,,,,,,,,,,,,,,,,
26,,16,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Demone Harris DE,,,,,,,,,,,,,,,,,,
27,,4,4,0,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Terrell McClain DT,,,,,,,,,,,,,,,,,,
28,,2,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Terrell Suggs DE,,,,,,,,,,,,,,,,,,
29,,2,1,2,3,1.0,8,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Demarcus Robinson WR,,,,,,,,,,,,,,,,,,
30,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Alex Brown CB,,,,,,,,,,,,,,,,,,
31,,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Joey Ivie DT,,,,,,,,,,,,,,,,,,
32,,5,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,James Winchester LS,,,,,,,,,,,,,,,,,,
33,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Blake Bell TE,,,,,,,,,,,,,,,,,,
34,,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Gehrig Dieter WR,,,,,,,,,,,,,,,,,,
35,,2,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Mitchell Schwartz OT,,,,,,,,,,,,,,,,,,
36,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Martinas Rankin OT,,,,,,,,,,,,,,,,,,
37,,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Darwin Thompson RB,,,,,,,,,,,,,,,,,,
38,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Sammy Watkins WR,,,,,,,,,,,,,,,,,,
39,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Tyreek Hill WR,,,,,,,,,,,,,,,,,,
40,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs,,,,,,,,,,,,,Travis Kelce TE,,,,,,,,,,,,,,,,,,
0,,16,79,29,108,0.0,0,6.5,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Erik Harris S,,,,,,,,,,,,,,,,,
1,,16,64,10,74,0.0,0,1.5,8,3,145,59,2,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Nicholas Morrow LB,,,,,,,,,,,,,,,,,
2,,16,53,20,73,0.0,0,4.0,4,1,11,11,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Daryl Worley CB,,,,,,,,,,,,,,,,,
3,,15,51,7,58,0.0,0,1.0,8,1,0,0,0,0,1,0,0,Defense,Raiders,,,,,,,,,,,,,,Trayvon Mullen CB,,,,,,,,,,,,,,,,,
4,,16,42,8,50,0.0,0,0.0,10,1,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Johnathan Hankins DT,,,,,,,,,,,,,,,,,
5,,16,28,22,50,1.5,7,9.5,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Lamarcus Joyner S,,,,,,,,,,,,,,,,,
6,,14,41,8,49,0.0,0,3.0,3,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Karl Joseph S,,,,,,,,,,,,,,,,,
7,,9,38,11,49,0.0,0,4.0,3,1,0,0,0,0,1,0,0,Defense,Raiders,,,,,,,,,,,,,,Maxx Crosby DE,,,,,,,,,,,,,,,,,
8,,16,36,11,47,10.0,69,19.0,4,0,0,0,0,4,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Will Compton LB,,,,,,,,,,,,,,,,,
9,,9,26,15,41,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Clelin Ferrell DE,,,,,,,,,,,,,,,,,
10,,15,24,14,38,4.5,35,10.5,5,0,0,0,0,0,1,0,0,Defense,Raiders,,,,,,,,,,,,,,Curtis Riley S,,,,,,,,,,,,,,,,,
11,,16,27,7,34,0.0,0,2.5,1,0,0,0,0,1,0,0,0,Defense,Raiders,,,,,,,,,,,,,,P.J. Hall DT,,,,,,,,,,,,,,,,,
12,,16,18,8,26,1.5,10,5.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Nevin Lawson CB,,,,,,,,,,,,,,,,,
13,,11,20,4,24,0.0,0,2.0,5,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Gareon Conley CB,,,,,,,,,,,,,,,,,
14,,6,16,7,23,0.0,0,0.0,2,1,3,3,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,D.J. Swearinger S,,,,,,,,,,,,,,,,,
15,,4,15,5,20,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Josh Mauro DE,,,,,,,,,,,,,,,,,
16,,13,11,8,19,0.0,0,3.5,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Vontaze Burfict LB,,,,,,,,,,,,,,,,,
17,,4,11,7,18,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Maurice Hurst DT,,,,,,,,,,,,,,,,,
18,,16,11,7,18,3.5,39,4.5,3,1,55,55,0,0,2,0,0,Defense,Raiders,,,,,,,,,,,,,,Benson Mayowa DE,,,,,,,,,,,,,,,,,
19,,15,10,5,15,7.0,51,6.5,0,0,0,0,0,3,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Keisean Nixon CB,,,,,,,,,,,,,,,,,
20,,14,12,0,12,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Marquel Lee LB,,,,,,,,,,,,,,,,,
21,,5,11,0,11,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Dallin Leavitt S,,,,,,,,,,,,,,,,,
22,,15,6,4,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Justin Phillips LB,,,,,,,,,,,,,,,,,
23,,4,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Derek Carrier TE,,,,,,,,,,,,,,,,,
24,,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Kyle Wilber LB,,,,,,,,,,,,,,,,,
25,,14,5,1,6,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Johnathan Abram S,,,,,,,,,,,,,,,,,
26,,1,1,4,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Dion Jordan DE,,,,,,,,,,,,,,,,,
27,,7,5,0,5,2.0,12,1.0,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Arden Key DE,,,,,,,,,,,,,,,,,
28,,7,3,1,4,2.0,23,2.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Foster Moreau TE,,,,,,,,,,,,,,,,,
29,,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Corey Liuget DT,,,,,,,,,,,,,,,,,
30,,3,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Rodney Hudson C,,,,,,,,,,,,,,,,,
31,,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Terrell McClain DT,,,,,,,,,,,,,,,,,
32,,3,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Isaiah Johnson CB,,,,,,,,,,,,,,,,,
33,,5,1,1,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Dwayne Harris WR,,,,,,,,,,,,,,,,,
34,,3,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,DeAndre Washington RB,,,,,,,,,,,,,,,,,
35,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Alec Ingold FB,,,,,,,,,,,,,,,,,
36,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Rod Smith RB,,,,,,,,,,,,,,,,,
37,,3,2,0,2,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Trent Sieg LS,,,,,,,,,,,,,,,,,
38,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,AJ Cole P,,,,,,,,,,,,,,,,,
39,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Daniel Carlson PK,,,,,,,,,,,,,,,,,
40,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Josh Jacobs RB,,,,,,,,,,,,,,,,,
41,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Darren Waller TE,,,,,,,,,,,,,,,,,
42,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Kolton Miller OT,,,,,,,,,,,,,,,,,
43,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Raiders,,,,,,,,,,,,,,Rico Gafford WR,,,,,,,,,,,,,,,,,
44,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders,,,,,,,,,,,,,,Preston Brown LB,,,,,,,,,,,,,,,,,
0,,16,65,47,112,1.0,5,4.0,2,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Drue Tranquill LB,,,,,,,,,,,,,,,,
1,,15,61,14,75,0.0,0,4.0,1,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Denzel Perryman LB,,,,,,,,,,,,,,,,
2,,14,50,18,68,0.0,0,5.0,1,1,0,0,0,1,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Joey Bosa DE,,,,,,,,,,,,,,,,
3,,16,47,20,67,11.5,78,20.0,0,0,0,0,0,1,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Rayshawn Jenkins S,,,,,,,,,,,,,,,,
4,,16,34,20,54,0.0,0,1.0,4,3,10,8,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Desmond King II CB,,,,,,,,,,,,,,,,
5,,15,40,11,51,2.5,14,5.5,2,0,0,0,0,1,1,0,0,Defense,Chargers,,,,,,,,,,,,,,,Melvin Ingram III DE,,,,,,,,,,,,,,,,
6,,13,39,9,48,7.0,42,12.0,5,1,9,9,0,0,1,0,0,Defense,Chargers,,,,,,,,,,,,,,,Brandon Facyson CB,,,,,,,,,,,,,,,,
7,,16,30,11,41,0.0,0,2.5,1,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Roderic Teamer S,,,,,,,,,,,,,,,,
8,,7,30,10,40,1.0,0,0.0,2,1,3,3,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Kyzir White LB,,,,,,,,,,,,,,,,
9,,16,25,15,40,0.0,0,0.0,2,1,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Michael Davis CB,,,,,,,,,,,,,,,,
10,,12,31,8,39,0.0,0,0.0,9,2,15,15,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Adrian Phillips S,,,,,,,,,,,,,,,,
11,,7,23,13,36,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Derwin James S,,,,,,,,,,,,,,,,
12,,5,23,11,34,0.0,0,3.5,1,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Casey Hayward Jr. CB,,,,,,,,,,,,,,,,
13,,16,28,4,32,0.0,0,0.0,8,2,37,37,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Uchenna Nwosu LB,,,,,,,,,,,,,,,,
14,,16,23,8,31,2.0,18,5.5,1,0,0,0,0,1,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Justin Jones DT,,,,,,,,,,,,,,,,
15,,12,18,12,30,0.0,0,2.0,1,0,0,0,0,1,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Jaylen Watkins S,,,,,,,,,,,,,,,,
16,,14,20,9,29,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Brandon Mebane NT,,,,,,,,,,,,,,,,
17,,13,15,12,27,1.0,5,1.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Damion Square NT,,,,,,,,,,,,,,,,
18,,16,15,12,27,0.0,0,1.5,2,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Jerry Tillery DT,,,,,,,,,,,,,,,,
19,,15,9,8,17,2.0,11,3.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Derek Watt FB,,,,,,,,,,,,,,,,
20,,16,13,3,16,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Isaac Rochell DE,,,,,,,,,,,,,,,,
21,,16,3,9,12,1.0,1,1.5,1,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Jatavis Brown LB,,,,,,,,,,,,,,,,
22,,13,8,2,10,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Chargers,,,,,,,,,,,,,,,Nick Dzubnar LB,,,,,,,,,,,,,,,,
23,,16,3,5,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Andre Patton WR,,,,,,,,,,,,,,,,
24,,13,5,1,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Geremy Davis WR,,,,,,,,,,,,,,,,
25,,7,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Sylvester Williams DT,,,,,,,,,,,,,,,,
26,,5,2,3,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Cortez Broughton DT,,,,,,,,,,,,,,,,
27,,2,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Troymaine Pope RB,,,,,,,,,,,,,,,,
28,,14,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Emeke Egbule LB,,,,,,,,,,,,,,,,
29,,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Melvin Gordon RB,,,,,,,,,,,,,,,,
30,,12,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Mike Williams WR,,,,,,,,,,,,,,,,
31,,15,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Keenan Allen WR,,,,,,,,,,,,,,,,
32,,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Hunter Henry TE,,,,,,,,,,,,,,,,
33,,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Jason Moore WR,,,,,,,,,,,,,,,,
34,,10,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Michael Schofield III G,,,,,,,,,,,,,,,,
35,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Nasir Adderley S,,,,,,,,,,,,,,,,
36,,4,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,T.Y. McGill DT,,,,,,,,,,,,,,,,
37,,3,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Sean Culkin TE,,,,,,,,,,,,,,,,
38,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Mike Pouncey C,,,,,,,,,,,,,,,,
39,,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Cole Mazza LS,,,,,,,,,,,,,,,,
40,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Jalen Guyton WR,,,,,,,,,,,,,,,,
41,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Lance Kendricks TE,,,,,,,,,,,,,,,,
42,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Russell Okung OT,,,,,,,,,,,,,,,,
43,,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Shalom Luani S,,,,,,,,,,,,,,,,
44,,3,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Trent Scott OT,,,,,,,,,,,,,,,,
45,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Sam Tevi OT,,,,,,,,,,,,,,,,
46,,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chargers,,,,,,,,,,,,,,,Travis Benjamin WR,,,,,,,,,,,,,,,,
0,,16,83,59,142,2.5,31,8.0,9,1,0,0,0,2,1,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Sean Lee LB,,,,,,,,,,,,,,,
1,,16,55,31,86,1.0,12,4.5,4,1,25,25,0,0,0,0,0,Defense,Cowboys,,,,,,,,,,,,,,,,Chidobe Awuzie CB,,,,,,,,,,,,,,,
